,,,,,,,,,,,,,,,,,,,
,,SOMEKA INFO LISTS,,,,,,,,,,,,,,,,,
,,INC 5000 - 2020 VERSION,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,DISCLAIMER:,,"This list is officially published by Inc Magazine. Mansueto Ventures LLC has full rights to sell or distribute the list. 
This is a limited version of the original data. You can find the full version here: www.inc.com. Someka is not associated with Inc. 
(There are some discrepancies in the original data on Inc website such as duplicate entries. Someka is not responsible with data accuracy of the list).",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Rank,Company,Employees,Growth,Industry,Revenue ($M),State,City,Metro,Years on the List,Website,,,,,,,,
,1153,Spring Dental,344,392%,Health,30.78,Oklahoma,Jenks,Tulsa,2,thespringdental.com,,,,,,,,
,1154,PANTHERx Rare Pharmacy,209,391%,Health,"1,179.49",Pennsylvania,Pittsburgh,Pittsburgh,5,pantherxrare.com,,,,,,,,
,1155,Built In,131,391%,Software,12.97,Illinois,Chicago,Chicago,1,builtin.com,,,,,,,,
,1156,Tree House Brewing Company,125,391%,Food & Beverage,54.00,Massachusetts,Charlton,Worcester,1,treehousebrew.com,,,,,,,,
,1157,Findability Sciences,80,391%,Software,3.01,Massachusetts,Woburn,-,1,findabilitysciences.com,,,,,,,,
,1158,Row House Franchise,18,391%,Consumer Products & Services,7.82,California,Irvine,Los Angeles,1,therowhouse.com,,,,,,,,
,1159,SalesLoft,449,391%,Software,46.28,Georgia,Atlanta,Atlanta,3,salesloft.com,,,,,,,,
,1160,PhoenixTeam,30,389%,IT System Development,5.95,Virginia,Arlington,Washington,1,phoenixoutcomes.com,,,,,,,,
,1161,Emission Advisors,3,389%,Energy,2.21,Texas,Houston,Houston,1,emissionadvisors.com,,,,,,,,
,1162,Chenal Family Therapy PLC,107,388%,Health,6.24,Arkansas,Little Rock,Little Rock,3,ChenalTherapy.com,,,,,,,,
,1163,DataClover,28,388%,Software,6.00,Georgia,Atlanta,Atlanta,2,dataclover.com,,,,,,,,
,1164,Avelead Consulting,33,388%,Health,7.67,Georgia,Suwanee,Atlanta,3,avelead.com,,,,,,,,
,1165,Coulee Techlink,9,388%,Software,2.54,Wisconsin,Holmen,La Crosse,2,coulee.tech,,,,,,,,
,1166,Hologenix,12,388%,Health,4.60,California,Pacific Palisades,Los Angeles,3,celliant.com,,,,,,,,
,1167,SH Mechanical,8,388%,Construction,2.27,California,Suisun City,Vallejo,2,shmechanicalinc.com,,,,,,,,
,1168,TORKLAW,32,387%,Consumer Products & Services,11.60,California,Los Angeles,Los Angeles,2,torklaw.com,,,,,,,,
,1169,Wild Zora,20,387%,Food & Beverage,2.20,Colorado,Loveland,Fort Collins,1,wildzora.com,,,,,,,,
,1170,ASRV Sportswear,18,387%,Consumer Products & Services,10.07,California,Carlsbad,San Diego,1,asrv.com,,,,,,,,
,1171,Windows Management Experts,27,387%,IT Management,4.56,Pennsylvania,Bensalem,Philadelphia,1,windowsmanagementexperts.com,,,,,,,,
,1172,Chamberlain Holdings,7,386%,Real Estate,2.83,Missouri,Ofallon,St. Louis,1,JoeMcCall.com,,,,,,,,
,1173,Ardent,75,386%,Environmental Services,6.38,Utah,Highland,Provo,3,ardentpest.com,,,,,,,,
,1174,Motion Agency,61,385%,Advertising & Marketing,10.50,Illinois,Chicago,Chicago,1,agencyinmotion.com,,,,,,,,
,1175,MacStadium,103,385%,IT System Development,46.26,Georgia,Atlanta,Atlanta,5,macstadium.com,,,,,,,,
,1176,Octopi Brewing,71,385%,Manufacturing,7.71,Wisconsin,Waunakee,Madison,2,octopibrewing.com,,,,,,,,
,1177,DigitalCrafts,30,385%,Education,4.24,Georgia,Atlanta,Atlanta,2,digitalcrafts.com,,,,,,,,
,1178,TheraEx Rehab Services,89,385%,Health,3.22,California,Brentwood,San Francisco,1,theraexstaffing.com,,,,,,,,
,1179,ADSHARK,19,384%,Advertising & Marketing,2.10,North Dakota,Fargo,Fargo,1,adsharkmarketing.com,,,,,,,,
,1180,Holland Parker,30,384%,IT Management,5.28,Texas,Houston,Houston,1,hollandparker.com,,,,,,,,
,1181,LA New Product Development Team,15,384%,Engineering,2.05,Louisiana,Shreveport,Shreveport,1,lanpdt.com,,,,,,,,
,1182,Spruce InfoTech,48,384%,IT Management,10.01,Pennsylvania,Exton,Philadelphia,4,spruceinfotech.com,,,,,,,,
,1183,Xtreme Network Security,22,384%,Telecommunications,2.84,Texas,Austin,Austin,1,Xnsecurity.com,,,,,,,,
,1184,LightEdison,19,383%,Energy,6.23,Colorado,Denver,Denver,1,lightedison.com,,,,,,,,
,1185,Fresh,18,383%,Consumer Products & Services,2.31,Florida,Jacksonville,Jacksonville,1,FreshJax.com,,,,,,,,
,1186,ANEMOI,36,383%,Energy,4.36,West Virginia,Morgantown,-,2,anemoiservices.com,,,,,,,,
,1187,Memory.NET,7,383%,Computer Hardware,17.71,California,San Clemente,Los Angeles,2,Memory.NET,,,,,,,,
,1188,Blue Pack Marketing,55,382%,Advertising & Marketing,12.03,North Carolina,Clayton,Raleigh,1,bluepackmarketing.com,,,,,,,,
,1189,Intellibright,4,382%,Advertising & Marketing,2.38,Texas,Austin,Austin,1,intellibright.com,,,,,,,,
,1190,Kisi Security,50,381%,Security,4.97,New York,Brooklyn,New York,3,getkisi.com,,,,,,,,
,1191,ORC Utility & Infrastructure Land Services,110,380%,Real Estate,19.41,North Carolina,Charlotte,Charlotte,2,orcolan.com,,,,,,,,
,1192,Saltwater Collective,33,380%,Advertising & Marketing,12.78,New Hampshire,Portsmouth,Boston,2,saltwaterco.com,,,,,,,,
,1193,Nomad Goods,31,380%,Computer Hardware,19.24,California,Santa Barbara,-,2,nomadgoods.com,,,,,,,,
,1194,Keypath Education,368,380%,Education,45.66,Illinois,Schaumburg,Chicago,2,keypathedu.com,,,,,,,,
,1195,HealthFlex,150,380%,Health,17.88,California,Oakland,San Francisco,3,healthflex.com,,,,,,,,
,1196,Beast Code,82,379%,Software,11.66,Florida,Fort Walton Beach,-,1,beast-code.com,,,,,,,,
,1197,Velasa Sports,25,378%,Consumer Products & Services,11.45,Massachusetts,Acton,Boston,2,sparxhockey.com,,,,,,,,
,1198,Axiom Path Inc,32,378%,IT Management,3.08,North Carolina,Charlotte,Charlotte,2,axiompath.com,,,,,,,,
,1199,Mytonomy,15,377%,Software,2.24,Maryland,Bethesda,Washington,1,mytonomy.com,,,,,,,,
,1200,GreenWorks Service Company,33,377%,Real Estate,2.84,Texas,Dallas,Dallas,2,greenworksinspections.com,,,,,,,,
,1201,Rehab 2 Perform,31,377%,Health,2.19,Maryland,Germantown,Washington,1,rehab2perform.com,,,,,,,,
,1202,DLP Real Estate Capital,338,377%,Real Estate,114.19,Florida,St. Augustine,Jacksonville,8,dlprealestate.com,,,,,,,,
,1203,FluentStream Technologies,67,377%,Software,10.64,Colorado,Denver,Denver,3,fluentstream.com,,,,,,,,
,1204,OrthoFi,203,377%,Software,15.62,Colorado,Denver,Denver,3,orthofi.com,,,,,,,,
,1205,Pattern,276,376%,Advertising & Marketing,326.12,Utah,Lehi,Provo,2,pattern.com,,,,,,,,
,1206,Guru Ventures,9,376%,Consumer Products & Services,2.53,Michigan,Ann Arbor,Ann Arbor,1,lawnguru.co,,,,,,,,
,1207,SCS Cloud,13,375%,Business Products & Services,4.84,Florida,Clearwater,Tampa,1,scscloud.com,,,,,,,,
,1208,Envoy,17,375%,Business Products & Services,2.42,California,San Francisco,San Francisco,1,goenvoy.co,,,,,,,,
,1209,XOEye Technologies dba XOi Technologies,45,374%,Software,3.09,Tennessee,Nashville,Nashville,1,xoi.io,,,,,,,,
,1210,Wright Energy Partners,25,372%,Energy,2.14,Michigan,Detroit,Detroit,2,wrightled.com,,,,,,,,
,1211,Foresight Wealth Management,27,371%,Financial Services,4.40,Utah,Draper,Salt Lake City,3,foresightwealth.com,,,,,,,,
,1212,Globaltekforcecom,8,371%,IT Management,5.09,Virginia,Reston,Washington,1,globaltekforce.com,,,,,,,,
,1213,Investors Heritage Life Insurance Company,97,371%,Insurance,340.04,Kentucky,Frankfort,-,1,investorsheritage.com,,,,,,,,
,1214,Athletx Sports Group,43,371%,Consumer Products & Services,17.53,Kentucky,Louisville,Louisville,3,athletx.com,,,,,,,,
,1215,Kodiak Cakes,82,370%,Food & Beverage,158.95,Utah,Park City,-,3,kodiakcakes.com,,,,,,,,
,1216,Earth View,16,370%,Construction,5.44,Florida,Naples,Naples,1,earthviewllc.com,,,,,,,,
,1217,ProcureIT Network,2,370%,Software,6.83,Missouri,Grain Valley,Kansas City,3,procureitnetwork.com,,,,,,,,
,1218,ParkHub,60,369%,Software,5.97,Texas,Dallas,Dallas,1,parkhub.com,,,,,,,,
,1219,Sgt. Clean's Car Wash,70,369%,Retail,7.49,Ohio,Westlake,Cleveland,3,sgtclean.com,,,,,,,,
,1220,Analytical Wizards,120,369%,Software,4.98,New Jersey,Iselin,New York,1,analyticalwizards.com,,,,,,,,
,1221,ZQUARED,17,369%,Retail,40.71,Missouri,Saint Peters,St. Louis,2,zquared.com,,,,,,,,
,1222,Double Diamond Transport,21,367%,Logistics & Transportation,12.21,Texas,San Antonio,San Antonio,1,dd-transport.com,,,,,,,,
,1223,The Boathouse Agency x Studio,20,367%,Advertising & Marketing,4.75,New York,New York,New York,1,theboathouse.agency,,,,,,,,
,1224,Mynt Systems,19,367%,Energy,8.47,California,Santa Cruz,-,2,myntsystems.com,,,,,,,,
,1225,Thrive Internet Marketing Agency,114,367%,Advertising & Marketing,10.15,Texas,Arlington,Dallas,4,thriveagency.com,,,,,,,,
,1226,SocialWise,23,367%,Software,3.75,California,Irvine,Los Angeles,1,rallio.com,,,,,,,,
,1227,Leeds Professional Resources,54,366%,Human Resources,4.26,Florida,Miami,Miami,1,leedsresources.com,,,,,,,,
,1228,Single Point Global,41,366%,IT Management,23.03,Virginia,Ashburn,Washington,4,singlepointglobal.com,,,,,,,,
,1229,Smart Business Funding,8,366%,Financial Services,2.05,New York,Brooklyn,New York,1,SmartBusinessFunder.Com,,,,,,,,
,1230,Expedition Technology,40,366%,Engineering,11.81,Virginia,Herndon,Washington,3,exptechinc.com,,,,,,,,
,1231,International Products Group,6,366%,Consumer Products & Services,8.41,Utah,South Jordan,Salt Lake City,1,ipg.biz,,,,,,,,
,1232,Tredence Inc,609,365%,Business Products & Services,30.39,California,San Jose,San Jose,5,tredence.com,,,,,,,,
,1233,Morgan 6,45,365%,Government Services,4.98,South Carolina,Charleston,Charleston,1,morgan6.com,,,,,,,,
,1234,Tamimi Pharmacy,55,365%,Health,18.81,Florida,Temple Terrace,Tampa,2,Salhabpharmacy.com,,,,,,,,
,1235,Catalyst Clinical Research,132,365%,Health,40.53,North Carolina,Wilmington,-,1,catalystcr.com,,,,,,,,
,1236,Intown Stars Gymnastics,56,365%,Consumer Products & Services,2.11,Georgia,Atlanta,Atlanta,1,intownstarsgymnastics.com,,,,,,,,
,1237,Bonusly,38,364%,Software,3.82,Colorado,Boulder,Boulder,2,bonus.ly,,,,,,,,
,1238,The DVI Group,24,364%,Advertising & Marketing,5.01,Georgia,Atlanta,Atlanta,2,thedvigroup.com,,,,,,,,
,1239,Photo Booth International,8,364%,Manufacturing,2.87,Texas,Garland,Dallas,1,photoboothint.com,,,,,,,,
,1240,Human,17,363%,Advertising & Marketing,2.23,California,Irvine,Los Angeles,1,human.marketing,,,,,,,,
,1241,30 Lines,25,363%,Advertising & Marketing,3.77,Ohio,Columbus,Columbus,2,30lines.com,,,,,,,,
,1242,Nix Companies,94,362%,Manufacturing,23.11,Indiana,Poseyville,Evansville,5,nixcompanies.com,,,,,,,,
,1243,SJA Media Partners,12,361%,Advertising & Marketing,10.49,California,Los Angeles,Los Angeles,1,sjamedia.com,,,,,,,,
,1244,Marketscale,60,361%,Advertising & Marketing,6.84,Texas,Dallas,Dallas,1,marketscale.com,,,,,,,,
,1245,Girikon,210,360%,IT System Development,4.04,Arizona,Phoenix,Phoenix,2,girikon.com,,,,,,,,
,1246,Lead Bank,81,360%,Financial Services,52.91,Missouri,Kansas City,Kansas City,1,lead.bank,,,,,,,,
,1247,Integrated Biometrics,71,360%,Security,22.03,South Carolina,Spartanburg,-,5,integratedbiometrics.com,,,,,,,,
,1248,Bron,33,360%,Real Estate,15.54,California,Temecula,Inland Empire,1,broninc.com,,,,,,,,
,1249,Chicken Salad Chick,"1,144",359%,Food & Beverage,56.35,Alabama,Auburn,Auburn,4,chickensaladchick.com,,,,,,,,
,1250,Sorry Robots,14,359%,Consumer Products & Services,4.07,California,Novato,San Francisco,2,gir.co,,,,,,,,
,1251,Source 1 Solutions,76,359%,IT Management,10.57,Florida,Clearwater,Tampa,3,source1solutions.com,,,,,,,,
,1252,Vape Guys Inc,20,359%,Consumer Products & Services,4.13,Virginia,Colonial Heights,Richmond,2,vapeguysinc.com,,,,,,,,
,1253,Innovative Financial Partners,25,357%,Insurance,3.80,North Carolina,Wilmington,-,1,teamifg.com,,,,,,,,
,1254,Visiture,85,356%,Advertising & Marketing,9.22,South Carolina,Charleston,Charleston,4,Visiture.com,,,,,,,,
,1255,Signature Realty NJ,104,356%,Real Estate,5.61,New Jersey,Summit,-,1,Signaturerealtynj.com,,,,,,,,
,1256,M7 Services,51,356%,IT Management,5.12,Texas,Houston,Houston,2,m7services.com,,,,,,,,
,1257,ClickFunnels,344,356%,Software,136.66,Idaho,Eagle,Boise City,3,clickfunnels.com,,,,,,,,
,1258,Foundation Software Group,23,356%,Software,4.50,Colorado,Evergreen,Denver,2,foundationsg.com,,,,,,,,
,1259,Spartan Pool & Patio,27,356%,Consumer Products & Services,6.02,Oklahoma,Norman,Oklahoma City,1,spartanpoolandpatio.com,,,,,,,,
,1260,TaskUs,"18,400",356%,Business Products & Services,359.66,California,Santa Monica,Los Angeles,8,taskus.com,,,,,,,,
,1261,Neurilink,52,356%,Business Products & Services,21.09,Idaho,Boise,Boise City,1,neurilink.com,,,,,,,,
,1262,Pacific Point,25,356%,IT System Development,4.06,Hawaii,Honolulu,-,1,pacificpointcorp.com,,,,,,,,
,1263,Huntington & Ellis A Real Estate Agency,7,355%,Real Estate,7.14,Nevada,Las Vegas,Las Vegas,1,huntingtonandellis.com,,,,,,,,
,1264,Bombshell Productions,30,355%,Advertising & Marketing,4.41,Florida,Fort Lauderdale,Miami,1,bombshellpro.com,,,,,,,,
,1265,Dollar Fulfillment,22,355%,Logistics & Transportation,15.58,Idaho,Hayden,-,4,dollarfulfillment.com,,,,,,,,
,1266,United Safety,221,355%,Manufacturing,110.36,Pennsylvania,Exton,Philadelphia,2,unitedsafetycorporation.com,,,,,,,,
,1267,BCM Altus,49,354%,Telecommunications,5.25,Tennessee,Brentwood,Nashville,1,altustechnology.com,,,,,,,,
,1268,Sun Energy Services,369,354%,Energy,116.77,Pennsylvania,Zelienople,Pittsburgh,3,deepwellservices.com,,,,,,,,
,1269,JL Investment Group,15,354%,Real Estate,2.05,Ohio,North Royalton,Cleveland,1,clevelandinvestor.com,,,,,,,,
,1270,Carvertise,22,354%,Advertising & Marketing,4.55,Delaware,Wilmington,Philadelphia,1,carvertise.com,,,,,,,,
,1271,EVOTEK,85,353%,IT Management,170.00,California,San Diego,San Diego,1,evotek.com,,,,,,,,
,1272,QEO GROUP,92,353%,Insurance,40.63,Texas,Irving,Dallas,3,QEO.com,,,,,,,,
,1273,Spinutech,77,353%,Advertising & Marketing,20.10,Iowa,Cedar Falls,Waterloo,3,Spinutech.com,,,,,,,,
,1274,Rittenhouse Communications Group,7,351%,Telecommunications,2.94,Pennsylvania,Philadelphia,Philadelphia,1,rittenhousecom.com,,,,,,,,
,1275,B&B Beverage Management,26,351%,Food & Beverage,3.40,Alabama,Auburn,Auburn,2,beveragemgmt.com,,,,,,,,
,1276,CarrierDirect,25,351%,Logistics & Transportation,7.87,Illinois,Chicago,Chicago,2,carrierdirect.com,,,,,,,,
,1277,My Education Solutions,18,350%,Financial Services,4.65,Texas,San Antonio,San Antonio,1,MyEducationSolutions.com,,,,,,,,
,1278,Total Pump Solutions,6,350%,Construction,6.96,Texas,Houston,Houston,1,totalpumps.com,,,,,,,,
,1279,Island Technology Networks,71,350%,Telecommunications,27.70,Florida,Jacksonville,Jacksonville,5,auditmacs.com,,,,,,,,
,1280,Abadie-Williams,36,349%,Engineering,7.50,Louisiana,Metairie,New Orleans,3,Abadie-Williams.com,,,,,,,,
,1281,Pelican Waste & Debris,303,349%,Environmental Services,28.42,Louisiana,Houma,Houma,3,pelicanwaste.net,,,,,,,,
,1282,Global Lending Services,734,349%,Financial Services,420.59,South Carolina,Greenville,Greenville,5,glsauto.com,,,,,,,,
,1283,Magnate Worldwide,408,349%,Logistics & Transportation,235.22,Oregon,Portland,Portland,1,magnateworldwide.com,,,,,,,,
,1284,Ark Financial Group,10,349%,Financial Services,2.87,Texas,Austin,Austin,1,arkfinancial.com,,,,,,,,
,1285,Priority Title & Escrow,179,349%,Real Estate,14.67,Virginia,Virginia Beach,Virginia Beach,4,prioritytitleus.com,,,,,,,,
,1286,Omniprint International,65,349%,Manufacturing,15.49,California,Costa Mesa,Los Angeles,3,omniprintonline.com,,,,,,,,
,1287,Artisans on Fire,20,349%,Advertising & Marketing,2.09,Nevada,Las Vegas,Las Vegas,1,artisansonfire.com,,,,,,,,
,1288,Niantic,562,348%,Software,615.47,California,San Francisco,San Francisco,1,nianticlabs.com,,,,,,,,
,1289,EETech Media,26,347%,Media,8.15,Idaho,Boise,Boise City,2,eetech.com,,,,,,,,
,1290,JB Office,10,347%,Business Products & Services,5.47,California,Chatsworth,Los Angeles,3,shopjboffice.com,,,,,,,,
,1291,AtScale,150,347%,Software,11.88,Massachusetts,Boston,Boston,1,atscale.com,,,,,,,,
,1292,Lease Analytics,14,347%,Business Products & Services,3.31,Texas,Dallas,Dallas,1,lease-analytics.com,,,,,,,,
,1293,Clarifai,64,347%,Software,6.76,New York,New York,New York,1,clarifai.com,,,,,,,,
,1294,Calyx,24,346%,IT Management,3.83,Ohio,Westlake,Cleveland,2,calyxit.com,,,,,,,,
,1295,The Zebra,174,346%,Insurance,36.67,Texas,Austin,Austin,1,thezebra.com,,,,,,,,
,1296,Coast Professional,920,346%,Financial Services,129.31,New York,Geneseo,Rochester,7,CoastProfessional.com,,,,,,,,
,1297,Dignari,79,346%,Government Services,20.01,Virginia,Alexandria,Washington,3,dignari.com,,,,,,,,
,1298,Nyla Technology Solutions,44,346%,Government Services,6.30,Maryland,Baltimore,Baltimore,2,nylatechnologysolutions.com,,,,,,,,
,1299,Wishlist Rewards,23,345%,Human Resources,3.34,Colorado,Denver,Denver,2,enjoywishlist.com,,,,,,,,
,1300,Global InfoTek,60,345%,Government Services,30.48,Virginia,Reston,Washington,1,globalinfotek.com,,,,,,,,
,1301,Competitive Range Solutions,126,345%,Government Services,23.47,Illinois,Chicago,Chicago,2,getcrs.com,,,,,,,,
,1302,Universal Screens,27,344%,Manufacturing,6.74,Texas,Plano,Dallas,1,usmotions.com,,,,,,,,
,1303,MouthWatch,11,344%,Health,6.65,New Jersey,Metuchen,New York,1,MouthWatch.com,,,,,,,,
,1304,Bridge Turnkey Investments,10,343%,Real Estate,16.39,Kansas,Kansas City,Kansas City,1,bridgeturnkey.com,,,,,,,,
,1305,Xero Shoes,36,343%,Consumer Products & Services,12.13,Colorado,Broomfield,Denver,4,xeroshoes.com,,,,,,,,
,1306,Harper's Pharmacy,100,342%,Health,60.50,California,Orange,Los Angeles,2,ameripharma.us,,,,,,,,
,1307,Northwestern Improvement Company,29,342%,Real Estate,4.17,Washington,Bellevue,Seattle,2,TrestleCM.com,,,,,,,,
,1308,Keyrenter,14,342%,Real Estate,6.82,Utah,Midvale,Salt Lake City,1,Keyrenter.com,,,,,,,,
,1309,Poseidon Systems,19,342%,Business Products & Services,5.41,New York,Rochester,Rochester,3,poseidonsys.com,,,,,,,,
,1310,Professional Realty Services International,"1,015",341%,Real Estate,42.42,Washington,Spokane,Spokane,5,ProfessionalRealtyServices.com,,,,,,,,
,1311,BoardBookit,15,340%,Software,2.25,Pennsylvania,Pittsburgh,Pittsburgh,1,boardbookit.com,,,,,,,,
,1312,Tango Card,145,340%,Software,46.66,Washington,Seattle,Seattle,5,tangocard.com,,,,,,,,
,1313,TIME Systems,78,340%,IT System Development,5.32,Virginia,Dumfries,Washington,4,timesyst.com,,,,,,,,
,1314,Local Marketing Solutions Group,122,340%,Advertising & Marketing,13.39,Illinois,Rolling Meadows,Chicago,3,LMSG.co,,,,,,,,
,1315,Washington Capital Partners,48,339%,Financial Services,21.51,Virginia,Falls Church,Washington,3,washingtoncapitalpartners.com,,,,,,,,
,1316,Newcastle Development,2,339%,Construction,7.75,Alabama,PELHAM,-,1,newcastle-homes.com,,,,,,,,
,1317,Industry Threadworks,16,339%,Manufacturing,4.09,California,San Diego,San Diego,1,IndustryThreadworks.com,,,,,,,,
,1318,True.org Cloud,9,338%,IT Management,3.04,California,Pasadena,Los Angeles,1,true.org,,,,,,,,
,1319,eTRANSERVICES Corp.,38,338%,Government Services,8.88,Virginia,Fredericksburg,Washington,1,etranservices.com,,,,,,,,
,1320,Blue Ocean Brain,27,338%,Software,3.11,Virginia,Glen Allen,Richmond,1,blueoceanbrain.com,,,,,,,,
,1321,Adeptus Solutions,25,338%,Government Services,2.22,Virginia,Leesburg,Washington,2,adeptusasi.com,,,,,,,,
,1322,Media Creek,33,338%,Media,3.90,Pennsylvania,Hermitage,Youngstown,2,mediacreek.net,,,,,,,,
,1323,Xperience,123,337%,Real Estate,12.48,Oregon,Portland,-,1,XperienceGrowth.com,,,,,,,,
,1324,Vertex Analytics,20,337%,IT System Development,2.30,Connecticut,Manchester,Hartford,1,vertexincorp.com,,,,,,,,
,1325,Magnolia Innovation,33,337%,Advertising & Marketing,13.25,New Jersey,Hoboken,New York,3,magnoliainnovation.com,,,,,,,,
,1326,FedWriters,68,337%,Government Services,7.11,Virginia,Fairfax,Washington,3,fedwriters.com,,,,,,,,
,1327,Quantum Jets,12,336%,Travel & Hospitality,10.53,California,Long Beach,Los Angeles,1,quantumjets.com,,,,,,,,
,1328,VerticalApps,20,336%,Government Services,7.99,Virginia,Arlington,Washington,1,verticalapps.com,,,,,,,,
,1329,ConvertKit,48,336%,Software,17.21,Idaho,Boise,Boise City,3,convertkit.com,,,,,,,,
,1330,Blueprint Consulting Services,85,336%,Government Services,14.71,District of Columbia,Washington,Washington,2,excelicon.com,,,,,,,,
,1331,AIS,13,335%,IT Management,3.91,Indiana,Indianapolis,Indianapolis,2,aisllp.com,,,,,,,,
,1332,LEFCON,29,335%,IT Management,3.60,Pennsylvania,Cranberry Township,Pittsburgh,1,lefcon.net,,,,,,,,
,1333,FyberCom,32,335%,Telecommunications,4.48,Idaho,Idaho Falls,-,3,fybercom.net,,,,,,,,
,1334,Springboard,147,335%,Education,9.96,California,San Francisco,San Francisco,1,Springboard.com,,,,,,,,
,1335,Gun.io,9,334%,Software,5.45,Tennessee,Nashville,Nashville,1,gun.io,,,,,,,,
,1336,The Disruptive Element,3,334%,Business Products & Services,2.27,Minnesota,Minneapolis,Minneapolis,1,thedisruptiveelement.com,,,,,,,,
,1337,Go Powertrain,13,333%,Manufacturing,7.21,Virginia,Hinton,-,1,go-powertrain.com,,,,,,,,
,1338,Storyhunter,12,333%,Media,11.17,New York,New York,New York,1,storyhunter.com,,,,,,,,
,1339,STEP CG,44,333%,IT Management,26.02,Kentucky,Covington,Cincinnati,1,stepcg.com,,,,,,,,
,1340,Shearer & Associates,27,332%,Engineering,6.00,Alabama,Huntsville,Huntsville,8,shearerassociates.us,,,,,,,,
,1341,Waste-Away Systems and related companies,40,332%,Logistics & Transportation,8.24,Ohio,Heath,Columbus,3,wasteawaysystems.com,,,,,,,,
,1342,Transcend Security Solutions,291,332%,Security,9.61,Arizona,Phoenix,Phoenix,2,transcendsecurity.com,,,,,,,,
,1343,Open SAN Consulting,83,332%,IT Management,16.61,Georgia,Atlanta,Atlanta,1,oscedge.com,,,,,,,,
,1344,Red Shark Digital,15,331%,Advertising & Marketing,2.07,North Carolina,Greenville,-,1,redsharkdigital.com,,,,,,,,
,1345,Heartland Roofing Siding and Windows,15,331%,Construction,7.06,Iowa,Clive,Des Moines,1,heartlandroofingandsiding.com,,,,,,,,
,1346,BridgeTech,26,331%,IT Management,3.12,Oregon,Lake Oswego,Portland,2,bridge.tech,,,,,,,,
,1347,NexGen Construction,5,331%,Construction,3.41,Colorado,Englewood,Denver,1,NexGenRoof.com,,,,,,,,
,1348,Infused Innovations,7,330%,IT Management,2.18,Rhode Island,North Kingstown,Providence,1,infusedinnovations.com,,,,,,,,
,1349,AllCloud,238,330%,Software,112.85,California,San Francisco,San Francisco,1,allcloud.io,,,,,,,,
,1350,BIZZELL CORPORATION,36,330%,Government Services,5.93,Wyoming,Cheyenne,-,2,bizzellcorp.com,,,,,,,,
,1351,Mightily,36,330%,Advertising & Marketing,4.44,Kentucky,Louisville,Louisville,2,mightily.com,,,,,,,,
,1352,Preferred Home Services,70,329%,Construction,10.96,South Carolina,North Charleston,Charleston,2,gopreferred.com,,,,,,,,
,1353,Jumpem,16,329%,Advertising & Marketing,2.62,Florida,Gainesville,-,1,jumpem.com,,,,,,,,
,1354,The Agency Texas,63,329%,Real Estate,6.59,Texas,Austin,Austin,2,theagencytexas.com,,,,,,,,
,1355,Greenlight Networks,60,329%,Telecommunications,9.45,New York,Rochester,Rochester,1,greenlightnetworks.com,,,,,,,,
,1356,Objectstream,102,329%,IT Management,13.57,Oklahoma,Oklahoma City,Oklahoma City,5,objectstream.com,,,,,,,,
,1357,Phoenix Logistics,277,329%,Manufacturing,63.95,Arizona,Gilbert,Phoenix,3,phxlogistics.com,,,,,,,,
,1358,Proforma BrandCentric Solutions,10,328%,Business Products & Services,5.66,North Carolina,Raleigh,Raleigh,3,proformabcs.com,,,,,,,,
,1359,Zoek: Search Defined,60,328%,Advertising & Marketing,3.55,California,Aliso Viejo,Los Angeles,1,gozoek.com,,,,,,,,
,1360,CommonBond,85,328%,Financial Services,40.15,New York,New York,New York,1,commonbond.co,,,,,,,,
,1361,Quiroga Law Office,52,328%,Consumer Products & Services,3.15,Washington,Spokane Valley,Spokane,2,quirogalawoffice.com,,,,,,,,
,1362,Xtreme Park Adventures,30,328%,Consumer Products & Services,2.19,North Carolina,Durham,Durham-Chapel Hill,3,xtremeParkAdventures.com,,,,,,,,
,1363,Ruby Has Fulfillment,210,328%,Logistics & Transportation,39.39,New York,Bay Shore,New York,5,rubyhas.com,,,,,,,,
,1364,College Hunks Hauling Junk and Moving,40,328%,Consumer Products & Services,2.24,Pennsylvania,Hatfield,Philadelphia,1,collegehunkshaulingjunk.com,,,,,,,,
,1365,Ginn Group,65,328%,Real Estate,93.19,Washington,Vancouver,Portland,2,ginngrp.com,,,,,,,,
,1366,Reliance Partners,168,327%,Insurance,14.50,Tennessee,Chattanooga,Chattanooga,5,reliancepartners.com,,,,,,,,
,1367,Inseev Interactive,44,327%,Advertising & Marketing,6.30,California,San Diego,San Diego,3,inseev.com,,,,,,,,
,1368,Marchay,10,326%,Travel & Hospitality,8.08,New York,New York,New York,1,marchay.com,,,,,,,,
,1369,Lentech,65,326%,Government Services,16.85,New Mexico,Albuquerque,-,2,lentechinc.com,,,,,,,,
,1370,Volt Athletics,26,326%,Consumer Products & Services,4.52,Washington,Seattle,Seattle,3,voltathletics.com,,,,,,,,
,1371,Global Tech Solutions,43,326%,IT Management,11.83,New York,Brooklyn,New York,1,globalts.com,,,,,,,,
,1372,Pure Incubation,946,326%,Advertising & Marketing,58.69,Massachusetts,Danvers,Boston,7,pureincubation.com,,,,,,,,
